ccy_pair,month_end_date,spot_end,period_average
HKD/USD,2013-06-28,0.128932,0.128864
HKD/USD,2013-07-31,0.128936,0.128921
HKD/USD,2013-08-30,0.128959,0.128944
HKD/USD,2013-09-30,0.128947,0.128961
HKD/USD,2013-10-31,0.128982,0.128972
HKD/USD,2013-11-29,0.128989,0.128994
HKD/USD,2013-12-31,0.128967,0.128974
HKD/USD,2014-01-31,0.128796,0.128903
HKD/USD,2014-02-28,0.128853,0.128891
HKD/USD,2014-03-31,0.128921,0.128845
HKD/USD,2014-04-30,0.128987,0.128966
HKD/USD,2014-05-30,0.128994,0.128994
HKD/USD,2014-06-30,0.129029,0.129006
HKD/USD,2014-07-31,0.129037,0.129029
HKD/USD,2014-08-29,0.129031,0.129026
HKD/USD,2014-09-30,0.128786,0.128990
HKD/USD,2014-10-31,0.128947,0.128912
HKD/USD,2014-11-28,0.128952,0.128961
HKD/USD,2014-12-31,0.128981,0.128965
HKD/USD,2015-01-30,0.128984,0.128981
HKD/USD,2015-02-27,0.128934,0.128948
HKD/USD,2015-03-31,0.128966,0.128892
HKD/USD,2015-04-30,0.129011,0.129018
HKD/USD,2015-05-29,0.128974,0.128987
HKD/USD,2015-06-30,0.129011,0.128986
HKD/USD,2015-07-31,0.129009,0.129009
HKD/USD,2015-08-31,0.129032,0.128982
HKD/USD,2015-09-30,0.129034,0.129031
HKD/USD,2015-10-30,0.129039,0.129034
HKD/USD,2015-11-30,0.128989,0.129023
HKD/USD,2015-12-31,0.129021,0.129020
HKD/USD,2016-01-29,0.128409,0.128516
HKD/USD,2016-02-29,0.128596,0.128486
HKD/USD,2016-03-31,0.128927,0.128860
HKD/USD,2016-04-29,0.128916,0.128939
HKD/USD,2016-05-31,0.128718,0.128808
HKD/USD,2016-06-30,0.128881,0.128833
HKD/USD,2016-07-29,0.128886,0.128920
HKD/USD,2016-08-31,0.128919,0.128933
HKD/USD,2016-09-30,0.128941,0.128926
HKD/USD,2016-10-31,0.128951,0.128915
HKD/USD,2016-11-30,0.128922,0.128932
HKD/USD,2016-12-30,0.128976,0.128889
HKD/USD,2017-01-31,0.128901,0.128933
HKD/USD,2017-02-28,0.128821,0.128872
HKD/USD,2017-03-31,0.128677,0.128770
HKD/USD,2017-04-28,0.128569,0.128639
HKD/USD,2017-05-31,0.128322,0.128429
HKD/USD,2017-06-30,0.128115,0.128232
HKD/USD,2017-07-31,0.128041,0.128055
HKD/USD,2017-08-31,0.127768,0.127850
HKD/USD,2017-09-29,0.128025,0.127996
HKD/USD,2017-10-31,0.128180,0.128118
HKD/USD,2017-11-30,0.128052,0.128120
HKD/USD,2017-12-29,0.127995,0.127995
HKD/USD,2018-01-31,0.127861,0.127893
HKD/USD,2018-02-28,0.127776,0.127842
HKD/USD,2018-03-30,0.127415,0.127531
HKD/USD,2018-04-30,0.127423,0.127417
HKD/USD,2018-05-31,0.127488,0.127409
HKD/USD,2018-06-29,0.127449,0.127435
HKD/USD,2018-07-31,0.127415,0.127425
HKD/USD,2018-08-31,0.127411,0.127401
HKD/USD,2018-09-28,0.127781,0.127611
HKD/USD,2018-10-31,0.127562,0.127592
HKD/USD,2018-11-30,0.127805,0.127737
HKD/USD,2018-12-31,0.127706,0.127888
HKD/USD,2019-01-31,0.127449,0.127533
HKD/USD,2019-02-28,0.127395,0.127426
HKD/USD,2019-03-29,0.127392,0.127402
HKD/USD,2019-04-30,0.127468,0.127478
HKD/USD,2019-05-31,0.127572,0.127425
HKD/USD,2019-06-28,0.128036,0.127779
HKD/USD,2019-07-31,0.127755,0.127987
HKD/USD,2019-08-30,0.127546,0.127519
HKD/USD,2019-09-30,0.127549,0.127632
HKD/USD,2019-10-31,0.127590,0.127517
HKD/USD,2019-11-29,0.127768,0.127748
HKD/USD,2019-12-31,0.128380,0.128131
HKD/USD,2020-01-31,0.128758,0.128659
HKD/USD,2020-02-28,0.128325,0.128606
HKD/USD,2020-03-31,0.129011,0.128781
HKD/USD,2020-04-30,0.129009,0.129013
HKD/USD,2020-05-29,0.129011,0.129001
HKD/USD,2020-06-30,0.129031,0.129030
HKD/USD,2020-07-31,0.129032,0.129017
HKD/USD,2020-08-31,0.129031,0.129030
HKD/USD,2020-09-30,0.129032,0.129032
HKD/USD,2020-10-30,0.128952,0.129026
HKD/USD,2020-11-30,0.128996,0.128989
HKD/USD,2020-12-31,0.128976,0.129001
HKD/USD,2021-01-29,0.128981,0.128978
HKD/USD,2021-02-26,0.128921,0.128984
HKD/USD,2021-03-31,0.128624,0.128781
HKD/USD,2021-04-30,0.128760,0.128716
HKD/USD,2021-05-28,0.128849,0.128776
HKD/USD,2021-06-30,0.128770,0.128837
HKD/USD,2021-07-30,0.128662,0.128692
HKD/USD,2021-08-31,0.128569,0.128479
HKD/USD,2021-09-30,0.128452,0.128523
HKD/USD,2021-10-29,0.128551,0.128547
HKD/USD,2021-11-30,0.128259,0.128376
HKD/USD,2021-12-30,0.128212,0.128221
HKD/USD,2022-01-31,0.128253,0.128342
HKD/USD,2022-02-28,0.127980,0.128219
HKD/USD,2022-03-31,0.127673,0.127832
HKD/USD,2022-04-29,0.127445,0.127528
HKD/USD,2022-05-31,0.127440,0.127404
HKD/USD,2022-06-30,0.127434,0.127420
HKD/USD,2022-07-29,0.127392,0.127405
HKD/USD,2022-08-31,0.127402,0.127446
HKD/USD,2022-09-30,0.127392,0.127399
HKD/USD,2022-10-31,0.127392,0.127393
HKD/USD,2022-11-30,0.128123,0.127702
HKD/USD,2022-12-30,0.128180,0.128445
HKD/USD,2023-01-31,0.127577,0.127871
HKD/USD,2023-02-28,0.127405,0.127435
HKD/USD,2023-03-31,0.127390,0.127410
HKD/USD,2023-04-28,0.127392,0.127395
HKD/USD,2023-05-31,0.127707,0.127595
HKD/USD,2023-06-30,0.127611,0.127664
HKD/USD,2023-07-31,0.128226,0.127949
HKD/USD,2023-08-31,0.127510,0.127774
HKD/USD,2023-09-29,0.127701,0.127738
HKD/USD,2023-10-31,0.127802,0.127801
HKD/USD,2023-11-30,0.128049,0.128090
HKD/USD,2023-12-29,0.128026,0.128044
HKD/USD,2024-01-31,0.127918,0.127936
HKD/USD,2024-02-29,0.127737,0.127848
HKD/USD,2024-03-29,0.127781,0.127829
HKD/USD,2024-04-30,0.127861,0.127705
HKD/USD,2024-05-31,0.127879,0.128010
HKD/USD,2024-06-28,0.128069,0.128040
HKD/USD,2024-07-31,0.128013,0.128050
HKD/USD,2024-08-30,0.128248,0.128267
HKD/USD,2024-09-30,0.128712,0.128353
HKD/USD,2024-10-31,0.128634,0.128688
HKD/USD,2024-11-29,0.128526,0.128539
HKD/USD,2024-12-31,0.128738,0.128644
HKD/USD,2025-01-31,0.128342,0.128449
HKD/USD,2025-02-28,0.128576,0.128503
HKD/USD,2025-03-31,0.128536,0.128653
HKD/USD,2025-04-30,0.128952,0.128815
HKD/USD,2025-05-30,0.127536,0.128182
HKD/USD,2025-06-30,0.127390,0.127412
HKD/USD,2025-07-31,0.127390,0.127395
HKD/USD,2025-08-29,0.128289,0.127780
HKD/USD,2025-09-30,0.128520,0.128458
HKD/USD,2025-10-31,0.128672,0.128626
HKD/USD,2025-11-28,0.128455,0.128577
HKD/USD,2025-12-31,0.128480,0.128521
HKD/USD,2026-01-30,0.128048,0.128263
HKD/USD,2026-02-27,0.127843,0.127938
HKD/USD,2026-03-31,0.127551,0.127766
HKD/USD,2026-04-10,0.127685,0.127630
USD/USD,1981-01-31,1.000000,1.000000
USD/USD,1981-02-28,1.000000,1.000000
USD/USD,1981-03-31,1.000000,1.000000
USD/USD,1981-04-30,1.000000,1.000000
USD/USD,1981-05-31,1.000000,1.000000
USD/USD,1981-06-30,1.000000,1.000000
USD/USD,1981-07-31,1.000000,1.000000
USD/USD,1981-08-31,1.000000,1.000000
USD/USD,1981-09-30,1.000000,1.000000
USD/USD,1981-10-31,1.000000,1.000000
USD/USD,1981-11-30,1.000000,1.000000
USD/USD,1981-12-31,1.000000,1.000000
USD/USD,1982-01-31,1.000000,1.000000
USD/USD,1982-02-28,1.000000,1.000000
USD/USD,1982-03-31,1.000000,1.000000
USD/USD,1982-04-30,1.000000,1.000000
USD/USD,1982-05-31,1.000000,1.000000
USD/USD,1982-06-30,1.000000,1.000000
USD/USD,1982-07-31,1.000000,1.000000
USD/USD,1982-08-31,1.000000,1.000000
USD/USD,1982-09-30,1.000000,1.000000
USD/USD,1982-10-31,1.000000,1.000000
USD/USD,1982-11-30,1.000000,1.000000
USD/USD,1982-12-31,1.000000,1.000000
USD/USD,1983-01-31,1.000000,1.000000
USD/USD,1983-02-28,1.000000,1.000000
USD/USD,1983-03-31,1.000000,1.000000
USD/USD,1983-04-30,1.000000,1.000000
USD/USD,1983-05-31,1.000000,1.000000
USD/USD,1983-06-30,1.000000,1.000000
USD/USD,1983-07-31,1.000000,1.000000
USD/USD,1983-08-31,1.000000,1.000000
USD/USD,1983-09-30,1.000000,1.000000
USD/USD,1983-10-31,1.000000,1.000000
USD/USD,1983-11-30,1.000000,1.000000
USD/USD,1983-12-31,1.000000,1.000000
USD/USD,1984-01-31,1.000000,1.000000
USD/USD,1984-02-29,1.000000,1.000000
USD/USD,1984-03-31,1.000000,1.000000
USD/USD,1984-04-30,1.000000,1.000000
USD/USD,1984-05-31,1.000000,1.000000
USD/USD,1984-06-30,1.000000,1.000000
USD/USD,1984-07-31,1.000000,1.000000
USD/USD,1984-08-31,1.000000,1.000000
USD/USD,1984-09-30,1.000000,1.000000
USD/USD,1984-10-31,1.000000,1.000000
USD/USD,1984-11-30,1.000000,1.000000
USD/USD,1984-12-31,1.000000,1.000000
USD/USD,1985-01-31,1.000000,1.000000
USD/USD,1985-02-28,1.000000,1.000000
USD/USD,1985-03-31,1.000000,1.000000
USD/USD,1985-04-30,1.000000,1.000000
USD/USD,1985-05-31,1.000000,1.000000
USD/USD,1985-06-30,1.000000,1.000000
USD/USD,1985-07-31,1.000000,1.000000
USD/USD,1985-08-31,1.000000,1.000000
USD/USD,1985-09-30,1.000000,1.000000
USD/USD,1985-10-31,1.000000,1.000000
USD/USD,1985-11-30,1.000000,1.000000
USD/USD,1985-12-31,1.000000,1.000000
USD/USD,1986-01-31,1.000000,1.000000
USD/USD,1986-02-28,1.000000,1.000000
USD/USD,1986-03-31,1.000000,1.000000
USD/USD,1986-04-30,1.000000,1.000000
USD/USD,1986-05-31,1.000000,1.000000
USD/USD,1986-06-30,1.000000,1.000000
USD/USD,1986-07-31,1.000000,1.000000
USD/USD,1986-08-31,1.000000,1.000000
USD/USD,1986-09-30,1.000000,1.000000
USD/USD,1986-10-31,1.000000,1.000000
USD/USD,1986-11-30,1.000000,1.000000
USD/USD,1986-12-31,1.000000,1.000000
USD/USD,1987-01-31,1.000000,1.000000
USD/USD,1987-02-28,1.000000,1.000000
USD/USD,1987-03-31,1.000000,1.000000
USD/USD,1987-04-30,1.000000,1.000000
USD/USD,1987-05-31,1.000000,1.000000
USD/USD,1987-06-30,1.000000,1.000000
USD/USD,1987-07-31,1.000000,1.000000
USD/USD,1987-08-31,1.000000,1.000000
USD/USD,1987-09-30,1.000000,1.000000
USD/USD,1987-10-31,1.000000,1.000000
USD/USD,1987-11-30,1.000000,1.000000
USD/USD,1987-12-31,1.000000,1.000000
USD/USD,1988-01-31,1.000000,1.000000
USD/USD,1988-02-29,1.000000,1.000000
USD/USD,1988-03-31,1.000000,1.000000
USD/USD,1988-04-30,1.000000,1.000000
USD/USD,1988-05-31,1.000000,1.000000
USD/USD,1988-06-30,1.000000,1.000000
USD/USD,1988-07-31,1.000000,1.000000
USD/USD,1988-08-31,1.000000,1.000000
USD/USD,1988-09-30,1.000000,1.000000
USD/USD,1988-10-31,1.000000,1.000000
USD/USD,1988-11-30,1.000000,1.000000
USD/USD,1988-12-31,1.000000,1.000000
USD/USD,1989-01-31,1.000000,1.000000
USD/USD,1989-02-28,1.000000,1.000000
USD/USD,1989-03-31,1.000000,1.000000
USD/USD,1989-04-30,1.000000,1.000000
USD/USD,1989-05-31,1.000000,1.000000
USD/USD,1989-06-30,1.000000,1.000000
USD/USD,1989-07-31,1.000000,1.000000
USD/USD,1989-08-31,1.000000,1.000000
USD/USD,1989-09-30,1.000000,1.000000
USD/USD,1989-10-31,1.000000,1.000000
USD/USD,1989-11-30,1.000000,1.000000
USD/USD,1989-12-31,1.000000,1.000000
USD/USD,1990-01-31,1.000000,1.000000
USD/USD,1990-02-28,1.000000,1.000000
USD/USD,1990-03-31,1.000000,1.000000
USD/USD,1990-04-30,1.000000,1.000000
USD/USD,1990-05-31,1.000000,1.000000
USD/USD,1990-06-30,1.000000,1.000000
USD/USD,1990-07-31,1.000000,1.000000
USD/USD,1990-08-31,1.000000,1.000000
USD/USD,1990-09-30,1.000000,1.000000
USD/USD,1990-10-31,1.000000,1.000000
USD/USD,1990-11-30,1.000000,1.000000
USD/USD,1990-12-31,1.000000,1.000000
USD/USD,1991-01-31,1.000000,1.000000
USD/USD,1991-02-28,1.000000,1.000000
USD/USD,1991-03-31,1.000000,1.000000
USD/USD,1991-04-30,1.000000,1.000000
USD/USD,1991-05-31,1.000000,1.000000
USD/USD,1991-06-30,1.000000,1.000000
USD/USD,1991-07-31,1.000000,1.000000
USD/USD,1991-08-31,1.000000,1.000000
USD/USD,1991-09-30,1.000000,1.000000
USD/USD,1991-10-31,1.000000,1.000000
USD/USD,1991-11-30,1.000000,1.000000
USD/USD,1991-12-31,1.000000,1.000000
USD/USD,1992-01-31,1.000000,1.000000
USD/USD,1992-02-29,1.000000,1.000000
USD/USD,1992-03-31,1.000000,1.000000
USD/USD,1992-04-30,1.000000,1.000000
USD/USD,1992-05-31,1.000000,1.000000
USD/USD,1992-06-30,1.000000,1.000000
USD/USD,1992-07-31,1.000000,1.000000
USD/USD,1992-08-31,1.000000,1.000000
USD/USD,1992-09-30,1.000000,1.000000
USD/USD,1992-10-31,1.000000,1.000000
USD/USD,1992-11-30,1.000000,1.000000
USD/USD,1992-12-31,1.000000,1.000000
USD/USD,1993-01-31,1.000000,1.000000
USD/USD,1993-02-28,1.000000,1.000000
USD/USD,1993-03-31,1.000000,1.000000
USD/USD,1993-04-30,1.000000,1.000000
USD/USD,1993-05-31,1.000000,1.000000
USD/USD,1993-06-30,1.000000,1.000000
USD/USD,1993-07-31,1.000000,1.000000
USD/USD,1993-08-31,1.000000,1.000000
USD/USD,1993-09-30,1.000000,1.000000
USD/USD,1993-10-31,1.000000,1.000000
USD/USD,1993-11-30,1.000000,1.000000
USD/USD,1993-12-31,1.000000,1.000000
USD/USD,1994-01-31,1.000000,1.000000
USD/USD,1994-02-28,1.000000,1.000000
USD/USD,1994-03-31,1.000000,1.000000
USD/USD,1994-04-30,1.000000,1.000000
USD/USD,1994-05-31,1.000000,1.000000
USD/USD,1994-06-30,1.000000,1.000000
USD/USD,1994-07-31,1.000000,1.000000
USD/USD,1994-08-31,1.000000,1.000000
USD/USD,1994-09-30,1.000000,1.000000
USD/USD,1994-10-31,1.000000,1.000000
USD/USD,1994-11-30,1.000000,1.000000
USD/USD,1994-12-31,1.000000,1.000000
USD/USD,1995-01-31,1.000000,1.000000
USD/USD,1995-02-28,1.000000,1.000000
USD/USD,1995-03-31,1.000000,1.000000
USD/USD,1995-04-30,1.000000,1.000000
USD/USD,1995-05-31,1.000000,1.000000
USD/USD,1995-06-30,1.000000,1.000000
USD/USD,1995-07-31,1.000000,1.000000
USD/USD,1995-08-31,1.000000,1.000000
USD/USD,1995-09-30,1.000000,1.000000
USD/USD,1995-10-31,1.000000,1.000000
USD/USD,1995-11-30,1.000000,1.000000
USD/USD,1995-12-31,1.000000,1.000000
USD/USD,1996-01-31,1.000000,1.000000
USD/USD,1996-02-29,1.000000,1.000000
USD/USD,1996-03-31,1.000000,1.000000
USD/USD,1996-04-30,1.000000,1.000000
USD/USD,1996-05-31,1.000000,1.000000
USD/USD,1996-06-30,1.000000,1.000000
USD/USD,1996-07-31,1.000000,1.000000
USD/USD,1996-08-31,1.000000,1.000000
USD/USD,1996-09-30,1.000000,1.000000
USD/USD,1996-10-31,1.000000,1.000000
USD/USD,1996-11-30,1.000000,1.000000
USD/USD,1996-12-31,1.000000,1.000000
USD/USD,1997-01-31,1.000000,1.000000
USD/USD,1997-02-28,1.000000,1.000000
USD/USD,1997-03-31,1.000000,1.000000
USD/USD,1997-04-30,1.000000,1.000000
USD/USD,1997-05-31,1.000000,1.000000
USD/USD,1997-06-30,1.000000,1.000000
USD/USD,1997-07-31,1.000000,1.000000
USD/USD,1997-08-31,1.000000,1.000000
USD/USD,1997-09-30,1.000000,1.000000
USD/USD,1997-10-31,1.000000,1.000000
USD/USD,1997-11-30,1.000000,1.000000
USD/USD,1997-12-31,1.000000,1.000000
USD/USD,1998-01-31,1.000000,1.000000
USD/USD,1998-02-28,1.000000,1.000000
USD/USD,1998-03-31,1.000000,1.000000
USD/USD,1998-04-30,1.000000,1.000000
USD/USD,1998-05-31,1.000000,1.000000
USD/USD,1998-06-30,1.000000,1.000000
USD/USD,1998-07-31,1.000000,1.000000
USD/USD,1998-08-31,1.000000,1.000000
USD/USD,1998-09-30,1.000000,1.000000
USD/USD,1998-10-31,1.000000,1.000000
USD/USD,1998-11-30,1.000000,1.000000
USD/USD,1998-12-31,1.000000,1.000000
USD/USD,1999-01-31,1.000000,1.000000
USD/USD,1999-02-28,1.000000,1.000000
USD/USD,1999-03-31,1.000000,1.000000
USD/USD,1999-04-30,1.000000,1.000000
USD/USD,1999-05-31,1.000000,1.000000
USD/USD,1999-06-30,1.000000,1.000000
USD/USD,1999-07-31,1.000000,1.000000
USD/USD,1999-08-31,1.000000,1.000000
USD/USD,1999-09-30,1.000000,1.000000
USD/USD,1999-10-31,1.000000,1.000000
USD/USD,1999-11-30,1.000000,1.000000
USD/USD,1999-12-31,1.000000,1.000000
USD/USD,2000-01-31,1.000000,1.000000
USD/USD,2000-02-29,1.000000,1.000000
USD/USD,2000-03-31,1.000000,1.000000
USD/USD,2000-04-30,1.000000,1.000000
USD/USD,2000-05-31,1.000000,1.000000
USD/USD,2000-06-30,1.000000,1.000000
USD/USD,2000-07-31,1.000000,1.000000
USD/USD,2000-08-31,1.000000,1.000000
USD/USD,2000-09-30,1.000000,1.000000
USD/USD,2000-10-31,1.000000,1.000000
USD/USD,2000-11-30,1.000000,1.000000
USD/USD,2000-12-31,1.000000,1.000000
USD/USD,2001-01-31,1.000000,1.000000
USD/USD,2001-02-28,1.000000,1.000000
USD/USD,2001-03-31,1.000000,1.000000
USD/USD,2001-04-30,1.000000,1.000000
USD/USD,2001-05-31,1.000000,1.000000
USD/USD,2001-06-30,1.000000,1.000000
USD/USD,2001-07-31,1.000000,1.000000
USD/USD,2001-08-31,1.000000,1.000000
USD/USD,2001-09-30,1.000000,1.000000
USD/USD,2001-10-31,1.000000,1.000000
USD/USD,2001-11-30,1.000000,1.000000
USD/USD,2001-12-31,1.000000,1.000000
USD/USD,2002-01-31,1.000000,1.000000
USD/USD,2002-02-28,1.000000,1.000000
USD/USD,2002-03-31,1.000000,1.000000
USD/USD,2002-04-30,1.000000,1.000000
USD/USD,2002-05-31,1.000000,1.000000
USD/USD,2002-06-30,1.000000,1.000000
USD/USD,2002-07-31,1.000000,1.000000
USD/USD,2002-08-31,1.000000,1.000000
USD/USD,2002-09-30,1.000000,1.000000
USD/USD,2002-10-31,1.000000,1.000000
USD/USD,2002-11-30,1.000000,1.000000
USD/USD,2002-12-31,1.000000,1.000000
USD/USD,2003-01-31,1.000000,1.000000
USD/USD,2003-02-28,1.000000,1.000000
USD/USD,2003-03-31,1.000000,1.000000
USD/USD,2003-04-30,1.000000,1.000000
USD/USD,2003-05-31,1.000000,1.000000
USD/USD,2003-06-30,1.000000,1.000000
USD/USD,2003-07-31,1.000000,1.000000
USD/USD,2003-08-31,1.000000,1.000000
USD/USD,2003-09-30,1.000000,1.000000
USD/USD,2003-10-31,1.000000,1.000000
USD/USD,2003-11-30,1.000000,1.000000
USD/USD,2003-12-31,1.000000,1.000000
USD/USD,2004-01-31,1.000000,1.000000
USD/USD,2004-02-29,1.000000,1.000000
USD/USD,2004-03-31,1.000000,1.000000
USD/USD,2004-04-30,1.000000,1.000000
USD/USD,2004-05-31,1.000000,1.000000
USD/USD,2004-06-30,1.000000,1.000000
USD/USD,2004-07-31,1.000000,1.000000
USD/USD,2004-08-31,1.000000,1.000000
USD/USD,2004-09-30,1.000000,1.000000
USD/USD,2004-10-31,1.000000,1.000000
USD/USD,2004-11-30,1.000000,1.000000
USD/USD,2004-12-31,1.000000,1.000000
USD/USD,2005-01-31,1.000000,1.000000
USD/USD,2005-02-28,1.000000,1.000000
USD/USD,2005-03-31,1.000000,1.000000
USD/USD,2005-04-30,1.000000,1.000000
USD/USD,2005-05-31,1.000000,1.000000
USD/USD,2005-06-30,1.000000,1.000000
USD/USD,2005-07-31,1.000000,1.000000
USD/USD,2005-08-31,1.000000,1.000000
USD/USD,2005-09-30,1.000000,1.000000
USD/USD,2005-10-31,1.000000,1.000000
USD/USD,2005-11-30,1.000000,1.000000
USD/USD,2005-12-31,1.000000,1.000000
USD/USD,2006-01-31,1.000000,1.000000
USD/USD,2006-02-28,1.000000,1.000000
USD/USD,2006-03-31,1.000000,1.000000
USD/USD,2006-04-30,1.000000,1.000000
USD/USD,2006-05-31,1.000000,1.000000
USD/USD,2006-06-30,1.000000,1.000000
USD/USD,2006-07-31,1.000000,1.000000
USD/USD,2006-08-31,1.000000,1.000000
USD/USD,2006-09-30,1.000000,1.000000
USD/USD,2006-10-31,1.000000,1.000000
USD/USD,2006-11-30,1.000000,1.000000
USD/USD,2006-12-31,1.000000,1.000000
USD/USD,2007-01-31,1.000000,1.000000
USD/USD,2007-02-28,1.000000,1.000000
USD/USD,2007-03-31,1.000000,1.000000
USD/USD,2007-04-30,1.000000,1.000000
USD/USD,2007-05-31,1.000000,1.000000
USD/USD,2007-06-30,1.000000,1.000000
USD/USD,2007-07-31,1.000000,1.000000
USD/USD,2007-08-31,1.000000,1.000000
USD/USD,2007-09-30,1.000000,1.000000
USD/USD,2007-10-31,1.000000,1.000000
USD/USD,2007-11-30,1.000000,1.000000
USD/USD,2007-12-31,1.000000,1.000000
USD/USD,2008-01-31,1.000000,1.000000
USD/USD,2008-02-29,1.000000,1.000000
USD/USD,2008-03-31,1.000000,1.000000
USD/USD,2008-04-30,1.000000,1.000000
USD/USD,2008-05-31,1.000000,1.000000
USD/USD,2008-06-30,1.000000,1.000000
USD/USD,2008-07-31,1.000000,1.000000
USD/USD,2008-08-31,1.000000,1.000000
USD/USD,2008-09-30,1.000000,1.000000
USD/USD,2008-10-31,1.000000,1.000000
USD/USD,2008-11-30,1.000000,1.000000
USD/USD,2008-12-31,1.000000,1.000000
USD/USD,2009-01-31,1.000000,1.000000
USD/USD,2009-02-28,1.000000,1.000000
USD/USD,2009-03-31,1.000000,1.000000
USD/USD,2009-04-30,1.000000,1.000000
USD/USD,2009-05-31,1.000000,1.000000
USD/USD,2009-06-30,1.000000,1.000000
USD/USD,2009-07-31,1.000000,1.000000
USD/USD,2009-08-31,1.000000,1.000000
USD/USD,2009-09-30,1.000000,1.000000
USD/USD,2009-10-31,1.000000,1.000000
USD/USD,2009-11-30,1.000000,1.000000
USD/USD,2009-12-31,1.000000,1.000000
USD/USD,2010-01-31,1.000000,1.000000
USD/USD,2010-02-28,1.000000,1.000000
USD/USD,2010-03-31,1.000000,1.000000
USD/USD,2010-04-30,1.000000,1.000000
USD/USD,2010-05-31,1.000000,1.000000
USD/USD,2010-06-30,1.000000,1.000000
USD/USD,2010-07-31,1.000000,1.000000
USD/USD,2010-08-31,1.000000,1.000000
USD/USD,2010-09-30,1.000000,1.000000
USD/USD,2010-10-31,1.000000,1.000000
USD/USD,2010-11-30,1.000000,1.000000
USD/USD,2010-12-31,1.000000,1.000000
USD/USD,2011-01-31,1.000000,1.000000
USD/USD,2011-02-28,1.000000,1.000000
USD/USD,2011-03-31,1.000000,1.000000
USD/USD,2011-04-30,1.000000,1.000000
USD/USD,2011-05-31,1.000000,1.000000
USD/USD,2011-06-30,1.000000,1.000000
USD/USD,2011-07-31,1.000000,1.000000
USD/USD,2011-08-31,1.000000,1.000000
USD/USD,2011-09-30,1.000000,1.000000
USD/USD,2011-10-31,1.000000,1.000000
USD/USD,2011-11-30,1.000000,1.000000
USD/USD,2011-12-31,1.000000,1.000000
USD/USD,2012-01-31,1.000000,1.000000
USD/USD,2012-02-29,1.000000,1.000000
USD/USD,2012-03-31,1.000000,1.000000
USD/USD,2012-04-30,1.000000,1.000000
USD/USD,2012-05-31,1.000000,1.000000
USD/USD,2012-06-30,1.000000,1.000000
USD/USD,2012-07-31,1.000000,1.000000
USD/USD,2012-08-31,1.000000,1.000000
USD/USD,2012-09-30,1.000000,1.000000
USD/USD,2012-10-31,1.000000,1.000000
USD/USD,2012-11-30,1.000000,1.000000
USD/USD,2012-12-31,1.000000,1.000000
USD/USD,2013-01-31,1.000000,1.000000
USD/USD,2013-02-28,1.000000,1.000000
USD/USD,2013-03-31,1.000000,1.000000
USD/USD,2013-04-30,1.000000,1.000000
USD/USD,2013-05-31,1.000000,1.000000
USD/USD,2013-06-30,1.000000,1.000000
USD/USD,2013-07-31,1.000000,1.000000
USD/USD,2013-08-31,1.000000,1.000000
USD/USD,2013-09-30,1.000000,1.000000
USD/USD,2013-10-31,1.000000,1.000000
USD/USD,2013-11-30,1.000000,1.000000
USD/USD,2013-12-31,1.000000,1.000000
USD/USD,2014-01-31,1.000000,1.000000
USD/USD,2014-02-28,1.000000,1.000000
USD/USD,2014-03-31,1.000000,1.000000
USD/USD,2014-04-30,1.000000,1.000000
USD/USD,2014-05-31,1.000000,1.000000
USD/USD,2014-06-30,1.000000,1.000000
USD/USD,2014-07-31,1.000000,1.000000
USD/USD,2014-08-31,1.000000,1.000000
USD/USD,2014-09-30,1.000000,1.000000
USD/USD,2014-10-31,1.000000,1.000000
USD/USD,2014-11-30,1.000000,1.000000
USD/USD,2014-12-31,1.000000,1.000000
USD/USD,2015-01-31,1.000000,1.000000
USD/USD,2015-02-28,1.000000,1.000000
USD/USD,2015-03-31,1.000000,1.000000
USD/USD,2015-04-30,1.000000,1.000000
USD/USD,2015-05-31,1.000000,1.000000
USD/USD,2015-06-30,1.000000,1.000000
USD/USD,2015-07-31,1.000000,1.000000
USD/USD,2015-08-31,1.000000,1.000000
USD/USD,2015-09-30,1.000000,1.000000
USD/USD,2015-10-31,1.000000,1.000000
USD/USD,2015-11-30,1.000000,1.000000
USD/USD,2015-12-31,1.000000,1.000000
USD/USD,2016-01-31,1.000000,1.000000
USD/USD,2016-02-29,1.000000,1.000000
USD/USD,2016-03-31,1.000000,1.000000
USD/USD,2016-04-30,1.000000,1.000000
USD/USD,2016-05-31,1.000000,1.000000
USD/USD,2016-06-30,1.000000,1.000000
USD/USD,2016-07-31,1.000000,1.000000
USD/USD,2016-08-31,1.000000,1.000000
USD/USD,2016-09-30,1.000000,1.000000
USD/USD,2016-10-31,1.000000,1.000000
USD/USD,2016-11-30,1.000000,1.000000
USD/USD,2016-12-31,1.000000,1.000000
USD/USD,2017-01-31,1.000000,1.000000
USD/USD,2017-02-28,1.000000,1.000000
USD/USD,2017-03-31,1.000000,1.000000
USD/USD,2017-04-30,1.000000,1.000000
USD/USD,2017-05-31,1.000000,1.000000
USD/USD,2017-06-30,1.000000,1.000000
USD/USD,2017-07-31,1.000000,1.000000
USD/USD,2017-08-31,1.000000,1.000000
USD/USD,2017-09-30,1.000000,1.000000
USD/USD,2017-10-31,1.000000,1.000000
USD/USD,2017-11-30,1.000000,1.000000
USD/USD,2017-12-31,1.000000,1.000000
USD/USD,2018-01-31,1.000000,1.000000
USD/USD,2018-02-28,1.000000,1.000000
